
292,358,1
295,383,1
276,384,1
266,377,1
272,371,1
226,364,1
221,373,1
238,383,1
245,367,1
223,367,1
202,373,1
196,382,1
190,370,1
191,359,1
167,379,1
156,367,1
144,354,1
142,349,1
147,348,1
121,356,1
112,329,1
111,325,1
129,329,1
106,336,1
95,290,1
108,283,1
116,295,1
96,254,1
98,249,1
124,227,1
110,255,1
116,267,1
127,240,1
127,228,1
118,225,1
112,220,1
111,200,1
129,183,1
135,174,1
131,156,1
131,152,1
130,180,1
128,201,1
140,200,1
147,181,1
147,166,1
147,159,1
131,161,1
143,169,1
151,166,1
156,154,1
152,135,1
159,127,1
177,123,1
175,135,1
167,139,1
182,114,1
189,109,1
191,104,1
178,107,1
172,123,1
195,123,1
205,108,1
206,99,1
206,89,1
203,90,1
191,107,1
206,95,1
221,93,1
237,85,1
244,72,1
234,75,1
229,76,1
197,99,1
163,124,1
138,174,1
127,187,1
116,225,1
119,236,1
119,241,1
96,243,1
106,253,1
107,281,1
94,281,1
107,308,1
121,312,1
121,335,1
125,362,1
140,367,1
157,341,1
197,358,1
155,369,1
160,356,1
187,353,1
170,353,1
177,371,1
182,372,1
202,378,1
251,379,1
233,364,1
217,356,1
213,353,1
217,363,1
269,372,1
276,363,1
265,351,1
257,355,1
253,364,1
298,375,1
291,366,1
292,395,1
262,390,1
236,392,1
232,392,1
222,393,1
196,391,1
188,389,1
158,385,1
151,382,1
130,370,1
121,367,1
102,351,1
95,331,1
142,336,1
130,352,1
120,346,1
77,306,1
91,301,1
96,293,1
96,266,1
95,259,1
116,267,1
99,268,1
84,284,1
94,242,1
102,227,1
103,224,1
103,212,1
102,207,1
107,194,1
135,217,1
132,211,1
110,211,1
126,204,1
129,199,1
114,192,1
115,177,1
130,162,1
137,156,1
145,141,1
165,140,1
175,140,1
185,136,1
194,127,1
203,117,1
220,112,1
229,105,1
237,91,1
229,81,1
213,76,1
208,107,1
226,107,1
326,374,2
316,350,2
348,350,2
358,373,2
342,393,2
330,381,2
344,358,2
356,355,2
355,364,2
340,375,2
329,348,2
318,329,2
318,330,2
311,331,2
347,330,2
347,346,2
328,333,2
322,311,2
349,306,2
