
341,351,0
339,343,0
326,347,0
321,364,0
356,363,0
357,352,0
347,337,0
337,355,0
336,371,0
361,361,0
368,335,0
363,367,0
351,373,0
315,364,0
309,340,0
339,336,0
349,334,0
360,327,0
345,322,0
325,327,0
302,337,0
299,368,0
308,385,0
359,379,0
375,369,0
380,358,0
377,345,0
368,365,0
375,352,0
371,324,0
332,311,0
313,311,0
297,335,0
293,373,0
324,389,0
344,384,0
346,380,0
380,387,0
385,360,0
386,343,0
375,317,0
352,306,0
308,304,0
277,312,0
261,340,0
281,391,0
298,402,0
333,409,0
369,401,0
379,394,0
387,383,0
391,372,0
391,350,0
391,328,0
385,310,0
354,298,0
325,296,0
293,323,0
289,354,0
277,366,0
312,379,0
336,387,0
356,387,0
354,389,0
335,394,0
308,372,0
341,352,0
353,345,0
322,317,0
318,333,0
322,336,0
340,333,0
340,333,0
330,376,0
341,380,0
332,367,0
303,371,0
289,358,0
304,339,0
339,324,0
350,320,0
382,320,0
360,324,0
357,319,0
311,314,0
303,321,0
312,367,0
361,390,0
388,385,0
405,359,0
376,331,0
362,327,0
361,368,0
349,379,0
303,374,0
297,348,0
324,352,0
342,356,0
357,360,0
298,352,0
296,346,0
295,310,0
306,305,0
298,313,0
281,335,0
279,360,0
279,396,0
334,411,0
347,410,0
374,400,0
388,394,0
393,374,0
395,351,0
399,340,0
397,327,0
372,313,0
354,301,0
346,297,0
301,304,0
296,304,0
279,332,0
278,349,0
283,360,0
302,371,0
304,391,0
325,401,0
331,401,0
343,398,0
343,395,0
286,385,0
285,358,0
316,348,0
325,326,0
327,322,0
277,280,2
289,273,2
300,272,2
328,267,2
341,267,2
357,271,2
372,274,2
378,277,2
391,285,2
398,296,2
407,306,2
415,315,2
416,324,2
425,343,2
429,355,2
434,367,2
427,377,2
420,385,2
413,395,2
409,405,2
397,429,2
392,429,2
381,426,2
357,431,2
337,433,2
316,435,2
310,435,2
287,428,2
277,416,2
269,404,2
262,393,2
257,381,2
242,368,2
232,361,2
223,343,2
226,323,2
239,308,2
245,300,2
258,290,2
247,290,2
229,346,2
229,354,2
229,357,2
229,328,2
226,310,2
230,297,2
237,292,2
263,286,2
279,274,2
289,270,2
314,262,2
332,258,2
368,258,2
411,265,2
416,278,2
408,283,2
398,276,2
404,264,2
429,283,2
425,308,2
418,309,2
415,296,2
428,297,2
443,324,2
421,329,2
437,319,2
439,315,2
435,308,2
424,345,2
439,336,2
443,332,2
445,346,2
439,349,2
452,362,2
454,368,2
445,381,2
435,386,2
433,387,2
447,408,2
435,411,2
424,411,2
419,415,2
418,421,2
413,431,2
403,449,2
392,428,2
384,439,2
381,442,2
377,442,2
372,440,2
362,444,2
360,448,2
357,448,2
338,445,2
338,451,2
331,459,2
318,457,2
316,447,2
305,448,2
289,444,2
283,444,2
266,427,2
262,414,2
261,409,2
248,415,2
226,386,2
231,374,2
253,391,2
238,406,2
236,391,2
244,382,2
197,354,2
214,371,2
214,366,2
216,365,2
217,361,2
218,358,2
217,348,2
209,341,2
206,339,2
204,337,2
211,330,2
216,327,2
202,314,2
213,304,2
228,302,2
228,301,2
209,311,2
219,306,2
226,291,2
233,288,2
242,282,2
237,280,2
256,278,2
270,279,2
264,277,2
261,272,2
279,262,2
279,261,2
291,256,2
271,269,2
268,268,2
278,253,2
300,252,2
315,261,2
316,259,2
316,259,2
314,257,2
321,254,2
327,254,2
333,254,2
342,251,2
355,257,2
368,268,2
378,259,2
382,255,2
387,265,2
390,266,2
401,264,2
423,264,2
424,270,2
431,290,2
436,300,2
444,325,2
452,347,2
460,363,2
461,372,2
452,396,2
442,395,2
436,392,2
469,387,2
454,355,2
451,352,2
432,398,2
430,416,2
401,451,2
388,455,2
340,462,2
329,458,2
299,448,2
281,437,2
273,432,2
278,431,2
333,434,2
356,444,2
357,463,2
362,462,2
373,457,2
374,454,2
238,435,2
304,443,2
278,446,2
251,439,2
250,432,2
240,413,2
247,413,2
249,420,2
229,425,2
229,417,2
243,408,2
247,406,2
221,393,2
215,395,2
216,395,2
225,370,2
207,361,2
206,388,2
216,392,2
207,376,2
198,342,2
198,333,2
204,299,2
212,293,2
227,286,2
231,282,2
237,273,2
263,270,2
277,263,2
266,257,2
254,270,2
236,282,2
283,261,2
291,256,2
303,253,2
312,267,2
294,262,2
296,262,2
306,261,2
319,256,2
329,250,2
341,251,2
350,255,2
350,261,2
353,257,2
360,250,2
367,249,2
368,249,2
386,257,2
397,274,2
388,276,2
392,276,2
416,282,2
431,320,2
425,332,2
440,344,2
444,342,2
435,353,2
443,372,2
446,378,2
411,428,2
393,434,2
410,423,2
411,418,2
407,430,2
405,439,2
387,447,2
344,455,2
318,458,2
322,454,2
328,451,2
318,448,2
300,463,2
296,456,2
290,447,2
290,440,2
301,436,2
281,433,2
266,427,2
253,425,2
263,448,2
271,440,2
266,440,2
261,438,2
255,436,2
234,424,2
231,413,2
219,405,2
219,411,2
224,402,2
231,391,2
233,383,2
216,342,2
215,331,2
217,325,2
226,323,2
227,310,2
228,298,2
242,284,2
300,265,2
333,256,2
392,256,2
414,262,2
423,293,2
430,295,2
439,291,2
452,318,2
455,331,2
455,350,2
463,363,2
463,366,2
318,220,1
329,220,1
341,217,1
343,217,1
372,217,1
376,217,1
353,218,1
387,223,1
401,230,1
410,232,1
420,237,1
434,244,1
436,247,1
444,261,1
447,269,1
457,282,1
463,288,1
472,303,1
485,318,1
488,324,1
494,342,1
502,347,1
505,351,1
508,357,1
531,348,1
532,345,1
530,334,1
525,323,1
522,331,1
525,335,1
523,335,1
514,334,1
504,316,1
510,312,1
506,300,1
503,291,1
501,287,1
488,294,1
499,300,1
493,278,1
487,267,1
477,274,1
476,283,1
479,282,1
484,277,1
471,259,1
470,255,1
473,271,1
475,262,1
476,255,1
463,268,1
463,262,1
452,252,1
452,250,1
467,247,1
462,242,1
455,239,1
450,237,1
440,236,1
438,235,1
436,227,1
450,228,1
428,222,1
426,221,1
405,220,1
395,211,1
406,207,1
421,213,1
416,221,1
377,207,1
376,207,1
352,206,1
346,205,1
329,203,1
316,205,1
311,216,1
501,322,1
515,350,1
504,332,1
506,329,1
519,319,1
524,330,1
531,346,1
533,355,1
517,360,1
511,374,1
530,376,1
539,367,1
516,339,1
523,362,1
532,342,1
525,309,1
518,298,1
502,283,1
493,268,1
463,234,1
499,256,1
520,274,1
516,285,1
508,274,1
502,265,1
488,255,1
484,250,1
478,243,1
476,239,1
461,226,1
445,221,1
434,216,1
434,214,1
415,209,1
404,204,1
386,196,1
378,198,1
375,207,1
363,211,1
361,201,1
361,201,1
344,204,1
330,215,1
330,214,1
347,199,1
348,199,1
333,198,1
316,196,1
315,195,1
361,196,1
460,254,1
459,281,1
459,281,1
496,300,1
491,304,1
491,316,1
497,368,1
500,375,1
500,384,1
502,384,1
519,384,1
531,384,1
541,384,1
534,389,1
520,390,1
489,413,3
522,417,3
535,419,3
518,415,3
505,420,3
499,423,3
490,429,3
487,440,3
437,453,3
470,445,3
479,440,3
479,429,3
462,465,3
442,464,3
431,471,3
415,472,3
395,484,3
380,489,3
354,493,3
350,493,3
343,505,3
354,505,3
363,516,3
367,523,3
380,535,3
385,534,3
406,527,3
410,526,3
414,520,3
419,514,3
452,498,3
469,493,3
477,487,3
521,459,3
534,439,3
537,431,3
536,431,3
520,429,3
511,456,3
530,448,3
516,441,3
508,438,3
497,444,3
503,459,3
504,463,3
507,468,3
481,465,3
473,462,3
478,458,3
488,450,3
493,473,3
493,483,3
482,480,3
453,481,3
455,491,3
466,496,3
480,486,3
479,478,3
465,486,3
461,486,3
432,484,3
432,485,3
437,505,3
440,503,3
440,497,3
440,494,3
430,496,3
417,490,3
419,493,3
419,500,3
419,505,3
412,513,3
409,513,3
409,493,3
407,494,3
401,509,3
401,509,3
403,520,3
403,520,3
396,521,3
394,521,3
397,503,3
397,499,3
392,498,3
380,501,3
376,504,3
379,516,3
383,516,3
385,518,3
387,515,3
504,454,3
513,437,3
525,432,3
513,424,3
505,416,3
487,429,3
473,449,3
463,457,3
461,468,3
457,469,3
449,462,3
452,459,3
464,474,3
477,474,3
481,465,3
497,459,3
498,456,3
508,446,3
521,447,3
523,447,3
528,428,3
528,437,3
495,428,3
495,441,3
499,431,3
482,448,3
463,463,3
456,479,3
449,474,3
447,470,3
444,478,3
444,493,3
427,483,3
411,483,3
393,489,3
380,493,3
379,493,3
367,503,3
367,503,3
374,522,3
368,527,3
361,540,3
358,530,3
350,520,3
350,519,3
336,509,3
345,535,3
349,549,3
336,524,3
329,495,3
318,503,3
329,516,3
334,537,3
331,548,3
314,539,3
315,521,3
323,524,3
331,537,3
300,226,3
297,208,3
297,200,3
283,204,3
287,222,3
287,226,3
282,209,3
255,202,3
274,232,3
268,246,3
260,214,3
264,216,3
260,229,3
245,228,3
241,223,3
255,239,3
252,231,3
251,223,3
248,209,3
276,211,3
288,206,3
280,218,3
268,218,3
241,236,3
241,241,3
233,230,3
229,227,3
218,230,3
213,257,3
233,253,3
227,243,3
219,240,3
217,246,3
201,252,3
202,243,3
206,241,3
208,230,3
214,250,3
195,258,3
202,266,3
204,262,3
196,248,3
196,237,3
196,237,3
176,257,3
177,260,3
213,230,3
235,228,3
259,206,3
282,202,3
240,211,3
222,221,3
213,234,3
186,254,3
179,249,3
195,272,3
186,268,3
181,261,3
191,265,3
170,270,3
162,262,3
185,270,3
184,277,3
170,274,3
159,274,3
165,279,3
178,284,3
173,287,3
164,284,3
169,280,3
162,277,3
158,279,3
158,293,3
173,291,3
164,283,3
151,282,3
159,289,3
164,291,3
170,294,3
153,292,3
150,289,3
146,303,3
169,300,3
159,305,3
154,310,3
161,312,3
168,311,3
155,319,3
140,315,3
140,318,3
152,329,3
164,327,3
164,326,3
167,336,3
167,342,3
166,350,3
150,356,3
141,343,3
137,332,3
140,319,3
158,324,3
160,340,3
148,349,3
143,349,3
137,346,3
144,340,3
157,344,3
141,333,3
142,325,3
147,309,3
148,304,3
158,288,3
180,246,3
170,360,3
169,368,3
156,365,3
143,365,3
134,375,3
141,360,3
142,358,3
148,371,3
156,372,3
162,372,3
162,354,3
160,355,3
152,370,3
152,351,3
153,343,3
153,332,3
148,321,3
159,297,3
171,386,1
172,391,1
183,403,1
184,411,1
192,422,1
197,425,1
214,446,1
217,447,1
230,460,1
238,465,1
250,471,1
272,479,1
282,483,1
303,493,1
306,498,1
303,516,1
299,527,1
295,531,1
276,534,1
262,527,1
240,520,1
223,513,1
209,500,1
204,492,1
191,484,1
176,472,1
166,456,1
160,444,1
145,425,1
140,415,1
138,396,1
139,392,1
153,392,1
160,392,1
161,391,1
161,406,1
154,403,1
153,403,1
149,403,1
144,403,1
174,402,1
174,402,1
164,429,1
158,429,1
156,426,1
162,425,1
170,419,1
